model,layer_idx,split,n,mean_within_clip_var,mean_between_clip_var,within_total_ratio
eat_all,9,nonbio,200,35.666556987737856,7.228144796060031,0.8314909651897794
eat_all,10,all,600,23.184920890871876,3.7718916720277154,0.8600764959422934
eat_all,10,bio,400,23.444335325236434,3.417519934310655,0.8727742405991851
eat_all,10,nonbio,200,22.666092022142756,4.480635147461835,0.8349475014255614
eat_all,11,all,600,30.699364763151266,3.831458924052651,0.8890423536154315
eat_all,11,bio,400,30.964431745018715,3.539448053808828,0.8974188388539106
eat_all,11,nonbio,200,30.169230799416383,4.415480664540297,0.8723285383154924
eat_all,12,all,600,16.590432697086936,1.521778149103047,0.91598054141341
eat_all,12,bio,400,16.738342239689846,1.484585465310974,0.91853200049169
eat_all,12,nonbio,200,16.294613611881108,1.5961635166871933,0.9107828852141692
eat_bio,0,all,600,0.2413004445209837,0.04332444425495045,0.8477840625910377
eat_bio,0,bio,400,0.23125571413197343,0.03315648483340628,0.8746030441744197
eat_bio,0,nonbio,200,0.26138990529900413,0.0636603630980388,0.8041522518594606
eat_bio,1,all,600,5.078740046678561,0.7403598244874432,0.8727707307179979
eat_bio,1,bio,400,5.088663179163519,0.5480279322192885,0.9027748866506816
eat_bio,1,nonbio,200,5.058893781708645,1.1250236090237526,0.8180726652801373
eat_bio,2,all,600,21.329882413039424,2.045037535288272,0.9125114635768162
eat_bio,2,bio,400,21.711374350387914,1.6259961036294777,0.9303265075714829
eat_bio,2,nonbio,200,20.566898538342446,2.8831203986058602,0.8770525343131744
eat_bio,3,all,600,20.49953064224108,2.109729540327584,0.9066873695427615
eat_bio,3,bio,400,20.800937435883707,1.7524236922885574,0.9222987792227768
eat_bio,3,nonbio,200,19.896717054955822,2.8243412364056373,0.8756949962370613
eat_bio,4,all,600,24.800930585547718,3.18447455122014,0.886209453261182
eat_bio,4,bio,400,25.110238944256963,2.71399811936825,0.9024592080220495
eat_bio,4,nonbio,200,24.182313868129235,4.12542741492392,0.8542650445447703
eat_bio,5,all,600,32.493394775906104,4.417115178589274,0.8803290665982437
eat_bio,5,bio,400,32.8891939774617,3.876107086675944,0.8945715940170321
eat_bio,5,nonbio,200,31.701796372794902,5.499131362415935,0.8521775746680913
eat_bio,6,all,600,28.863811254349095,4.628783675359364,0.8617968035897523
eat_bio,6,bio,400,29.40589212881918,3.982186354598083,0.8807302925031789
eat_bio,6,nonbio,200,27.779649505408926,5.921978316881928,0.8242821282073198
eat_bio,7,all,600,33.75622356535821,5.859299570038974,0.852095867824005
eat_bio,7,bio,400,34.27517608702984,5.165261916578575,0.8690363956884556
eat_bio,7,nonbio,200,32.71831852201497,7.247374876959775,0.8186600991853255
eat_bio,8,all,600,27.942918063602693,4.615875347898535,0.8582295329694866
eat_bio,8,bio,400,28.298884053430346,4.079336590608507,0.8740098588042837
eat_bio,8,nonbio,200,27.230986083947403,5.68895286247859,0.8271882316751313
eat_bio,9,all,600,20.18065875225595,3.307821098101451,0.8591726191232798
eat_bio,9,bio,400,20.45092804176237,2.9229978813946285,0.8749462160954845
eat_bio,9,nonbio,200,19.64012017324311,4.077467531515095,0.8280825359529681
eat_bio,10,all,600,15.581425507609616,2.6122149787804547,0.8564215347261288
eat_bio,10,bio,400,15.718479675591237,2.410204630130558,0.8670502177938061
eat_bio,10,nonbio,200,15.307317171646378,3.016235676080249,0.8353902378460153
eat_bio,11,all,600,15.314512185469328,2.1210203954085824,0.878350696454505
