model,layer_idx,metric,n_bootstraps,p05,p50,p95,mean,std
eat_all,10,cos_class_aves_vs_mammalia,30,0.578573555471442,0.6017341911770244,0.6313128223124972,0.6050200089440952,0.018659481841425882
eat_all,10,cos_order_passer_vs_other_aves,30,0.8609805265051405,0.8881855193533121,0.9178204557311531,0.8879845026865146,0.01680709568100884
eat_all,10,abs_cos_veitch_class_vs_passer_subord,30,0.17415758432731973,0.3010242413348818,0.4382537756787238,0.2972723278166337,0.08441080290857544
eat_all,10,species_separability_ratio,30,0.07307805527077989,0.08184397954459381,0.09244806814169797,0.08159725731266215,0.005696238467029837
eat_all,10,top1_share,30,0.05379386705688711,0.05447030819777402,0.055280463537171476,0.05448360754631132,0.00047272844942367525
eat_all,10,top10_share,30,0.2932731628774568,0.2949233149455155,0.29728824591055436,0.29499817617481516,0.0013739630864671025
eat_all,10,mean_l2_norm,30,5.722263123919666,5.724196080264019,5.727225823987212,5.724369087857377,0.0014098779950838987
eat_all,11,cos_class_aves_vs_mammalia,30,0.5852072417423336,0.6195256780753358,0.6510334586072617,0.6185773786552654,0.023481712859273435
eat_all,11,cos_order_passer_vs_other_aves,30,0.7959051199027953,0.8479796005864408,0.8882787663613697,0.8434406137675843,0.027829829064917853
eat_all,11,abs_cos_veitch_class_vs_passer_subord,30,0.1689453362266057,0.381804429548663,0.6159141348036035,0.390434667399386,0.13190161199841965
eat_all,11,species_separability_ratio,30,0.0700858524053286,0.07640579922965857,0.09071100795279906,0.07725971276165391,0.00640916887228162
eat_all,11,top1_share,30,0.05705478523410521,0.05820872797193852,0.059014386373535885,0.05821687177723145,0.000616568479818313
eat_all,11,top10_share,30,0.2727434507870754,0.27492620139327156,0.27712091017947604,0.2748679301044607,0.0013647148515974312
eat_all,11,mean_l2_norm,30,6.459889853980559,6.4625155723160805,6.464055374834721,6.462191307532057,0.00134811907608847
eat_all,12,cos_class_aves_vs_mammalia,30,0.7395430780470742,0.7634266702362412,0.7855594759218817,0.7618405615924886,0.014384909999172224
eat_all,12,cos_order_passer_vs_other_aves,30,0.8221901009263134,0.8698374371271136,0.9087245013729723,0.8675957935019117,0.029132136042671373
eat_all,12,abs_cos_veitch_class_vs_passer_subord,30,0.14142880109292735,0.5252796077784857,0.791413735527394,0.47965858265011874,0.20721394596525167
eat_all,12,species_separability_ratio,30,0.05097257156927258,0.06039134696939215,0.06673493250498999,0.05967229343480636,0.005626700559542765
eat_all,12,top1_share,30,0.26825317883369987,0.2712845806707739,0.27588448481580585,0.271479560692042,0.002433646619590064
eat_all,12,top10_share,30,0.5574668923205621,0.5601808446422252,0.5633698941406696,0.5603240334435827,0.0018950816448909686
eat_all,12,mean_l2_norm,30,6.384810965576065,6.427560602698235,6.455933603774931,6.421078087567422,0.025110308092568718
eat_bio,5,cos_class_aves_vs_mammalia,30,0.7069589647908121,0.72030555900238,0.7380725277468085,0.720832282457396,0.01053141529343218
eat_bio,5,cos_order_passer_vs_other_aves,30,0.9124393140051571,0.943027053343003,0.9559777379390337,0.9397314681865646,0.013576765112455525
eat_bio,5,abs_cos_veitch_class_vs_passer_subord,30,0.2060301245093567,0.36609730363299825,0.5496343537862038,0.37502122138609206,0.10933061004696644
eat_bio,5,species_separability_ratio,30,0.061270788695248345,0.06863198457214284,0.07307653497719137,0.06834418958472317,0.004436339973037617
eat_bio,5,top1_share,30,0.04427614529882387,0.04495073054265562,0.045452975574590916,0.04493703258018061,0.0003868376935050585
eat_bio,5,top10_share,30,0.325259680804036,0.3274667947503499,0.32988132251711183,0.32753526489251306,0.0015911248004222042
