model,layer_idx,level,group,n_clips,effective_rank,participation_ratio,mle_id_k20,n_frames
random_init_eat_seed42,7,class,Mammalia,119,14.517526336796042,4.005076565811061,2.661659203899098,5950
random_init_eat_seed42,7,order,Passeriformes,207,13.0075134693654,3.574117240104778,16.320753981867888,10350
random_init_eat_seed42,7,order,other-Aves,64,13.25485916891629,3.683621739743543,11.052748756288,3200
random_init_eat_seed42,8,class,Aves,271,12.900621589774962,3.6550846798308516,15.347018614187217,13550
random_init_eat_seed42,8,class,Mammalia,119,13.954894816745433,4.040334808764986,2.5249742859287143,5950
random_init_eat_seed42,8,order,Passeriformes,207,12.784200402069455,3.65391979690771,15.451882637817146,10350
random_init_eat_seed42,8,order,other-Aves,64,13.203237621696159,3.708899107450186,11.289208662629772,3200
random_init_eat_seed42,9,class,Aves,271,12.73760248463049,3.6760985823563233,14.913975124776314,13550
random_init_eat_seed42,9,class,Mammalia,119,14.237296025674828,4.187403878465212,2.5726551386442527,5950
random_init_eat_seed42,9,order,Passeriformes,207,12.705926839555655,3.69084089197373,14.784950871082444,10350
random_init_eat_seed42,9,order,other-Aves,64,12.716524844032337,3.6492045174610173,10.884826363276076,3200
random_init_eat_seed42,10,class,Aves,271,12.398314417537879,3.685326718310733,15.05149675409893,13550
random_init_eat_seed42,10,class,Mammalia,119,14.04373360355095,4.286245635348567,2.566005534939837,5950
random_init_eat_seed42,10,order,Passeriformes,207,12.353150215742199,3.6947403378516253,14.421728610334263,10350
random_init_eat_seed42,10,order,other-Aves,64,12.473483473032129,3.692606388578623,10.631682989726475,3200
random_init_eat_seed42,11,class,Aves,271,12.476585968844132,3.69116761822719,14.155021726463527,13550
random_init_eat_seed42,11,class,Mammalia,119,14.101704698361013,4.349199285292352,2.5749100588456733,5950
random_init_eat_seed42,11,order,Passeriformes,207,12.56186353328628,3.7148201194352057,13.982362933375274,10350
random_init_eat_seed42,11,order,other-Aves,64,12.176901626754296,3.6625815310322296,10.987019094439264,3200
random_init_eat_seed42,12,class,Aves,271,12.149620426967303,3.675509493840139,13.452337991184406,13550
random_init_eat_seed42,12,class,Mammalia,119,13.425931139661499,4.296133340597921,2.7266309430045332,5950
random_init_eat_seed42,12,order,Passeriformes,207,12.095749755496662,3.676436306686597,13.304253065395674,10350
random_init_eat_seed42,12,order,other-Aves,64,12.277110229434738,3.7204032069493618,9.95967719339418,3200
