model,layer_idx,k,n,mle_id
sl_eat_bio_ssl_all,10,20,20000,5.237749142885154
sl_eat_bio_ssl_all,10,40,20000,7.664989755953606
sl_eat_bio_ssl_all,10,80,20000,10.25236380208161
sl_eat_bio_ssl_all,11,5,2500,8.232274136044948
sl_eat_bio_ssl_all,11,10,2500,11.415157917507198
sl_eat_bio_ssl_all,11,20,2500,14.264406428496494
sl_eat_bio_ssl_all,11,40,2500,15.639554956706496
sl_eat_bio_ssl_all,11,80,2500,17.839522516097617
sl_eat_bio_ssl_all,11,5,5000,5.73789991341175
sl_eat_bio_ssl_all,11,10,5000,8.569787004756305
sl_eat_bio_ssl_all,11,20,5000,11.621020225033936
sl_eat_bio_ssl_all,11,40,5000,14.52545948651955
sl_eat_bio_ssl_all,11,80,5000,16.226779357422718
sl_eat_bio_ssl_all,11,5,10000,3.851472134527283
sl_eat_bio_ssl_all,11,10,10000,6.091508072475227
sl_eat_bio_ssl_all,11,20,10000,8.89680354600964
sl_eat_bio_ssl_all,11,40,10000,11.934454220665385
sl_eat_bio_ssl_all,11,80,10000,14.806873147282468
sl_eat_bio_ssl_all,11,5,20000,2.2285892189439567
sl_eat_bio_ssl_all,11,10,20000,3.756441019297613
sl_eat_bio_ssl_all,11,20,20000,5.925470880694782
sl_eat_bio_ssl_all,11,40,20000,8.646175857713533
sl_eat_bio_ssl_all,11,80,20000,11.656596089907394
sl_eat_bio_ssl_all,12,5,2500,8.586461056891876
sl_eat_bio_ssl_all,12,10,2500,13.34807397014354
sl_eat_bio_ssl_all,12,20,2500,18.823176719769766
sl_eat_bio_ssl_all,12,40,2500,23.396275190144408
sl_eat_bio_ssl_all,12,80,2500,11.60298312917359
sl_eat_bio_ssl_all,12,5,5000,5.623624749543863
sl_eat_bio_ssl_all,12,10,5000,9.126483116876361
sl_eat_bio_ssl_all,12,20,5000,13.63304656480688
sl_eat_bio_ssl_all,12,40,5000,18.961153844817762
sl_eat_bio_ssl_all,12,80,5000,23.29062120800135
sl_eat_bio_ssl_all,12,5,10000,3.506960381821937
sl_eat_bio_ssl_all,12,10,10000,5.892367850508166
sl_eat_bio_ssl_all,12,20,10000,9.30706630297545
